Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
First- and Second-Level Bias in Automated Decision-making,Philosophy & Technology,,,,10.1007/s13347-022-00500-y,Ulrik Franke,2022,https://link.springer.com/article/10.1007/s13347-022-00500-y,Article
Ethics of AI-Enabled Recruiting and Selection: A Review and Research Agenda,Journal of Business Ethics,,,,10.1007/s10551-022-05049-6,Anna Lena HunkenschroerChristoph Luetge,2022,https://link.springer.com/article/10.1007/s10551-022-05049-6,Article
Beyond generalization: a theory of robustness in machine learning,Synthese,,,,10.1007/s11229-023-04334-9,Timo FreieslebenThomas Grote,2023,https://link.springer.com/article/10.1007/s11229-023-04334-9,Article
Ensemble and Hybrid Models in Automated Essay Scoring: A Literature Review,SN Computer Science,,,,10.1007/s42979-025-04245-1,Vidasha Ramnarain-SeetohulYasmine RosunallyVandana Bassoo,2025,https://link.springer.com/article/10.1007/s42979-025-04245-1,Article
Conceptualising the emergence of Agentic Urban AI: from automation to agency,Urban Informatics,,,,10.1007/s44212-025-00079-7,Alok Tiwari,2025,https://link.springer.com/article/10.1007/s44212-025-00079-7,Article
Companies Committed to Responsible AI: From Principles towards Implementation and Regulation?,Philosophy & Technology,,,,10.1007/s13347-021-00474-3,Paul B. de Laat,2021,https://link.springer.com/article/10.1007/s13347-021-00474-3,Article
P2P-assisted distributed-server content delivery of 8K media : a DLT-based approach,Multimedia Tools and Applications,,,,10.1007/s11042-024-20432-3,Gerassimos BarlasKhaled El-FakihAkihito HiromoriHirozumi Yamaguchi,2024,https://link.springer.com/article/10.1007/s11042-024-20432-3,Article
Robust and privacy-preserving collaborative training: a comprehensive survey,Artificial Intelligence Review,,,,10.1007/s10462-024-10797-0,Fei YangXu ZhangShangwei GuoDaiyuan ChenYan GanTao XiangYang Liu,2024,https://link.springer.com/article/10.1007/s10462-024-10797-0,Article
Multi-objective reinforcement learning framework for beneficent artificial intelligence,Neural Computing and Applications,,,,10.1007/s00521-025-11311-5,Anna NickelsonRussell PerkinsAlex John LondonPaul RobinetteKagan Tumer,2025,https://link.springer.com/article/10.1007/s00521-025-11311-5,Article
On monitorability of AI,AI and Ethics,,,,10.1007/s43681-024-00420-x,Roman V. Yampolskiy,2024,https://link.springer.com/article/10.1007/s43681-024-00420-x,Article
"Agentic AI: a comprehensive survey of architectures, applications, and future directions",Artificial Intelligence Review,,,,10.1007/s10462-025-11422-4,Mohamad Abou AliFadi DornaikaJinan Charafeddine,2025,https://link.springer.com/article/10.1007/s10462-025-11422-4,Article
"A comprehensive review on key technologies toward smart healthcare systems based IoT: technical aspects, challenges and future directions",Artificial Intelligence Review,,,,10.1007/s10462-025-11342-3,Muntadher AlsabahMarwah Abdulrazzaq NaserA. S. AlbahriO. S. AlbahriA. H. AlamoodiSadiq H. AbdulhussainLaith Alzubaidi,2025,https://link.springer.com/article/10.1007/s10462-025-11342-3,Article
Managing bias and unfairness in data for decision support: a survey of machine learning and data engineering approaches to identify and mitigate bias and unfairness within data management and analytics systems,The VLDB Journal,,,,10.1007/s00778-021-00671-8,Agathe BalaynChristoph LofiGeert-Jan Houben,2021,https://link.springer.com/article/10.1007/s00778-021-00671-8,Article
SynDEc: A Synthetic Data Ecosystem,Electronic Markets,,,,10.1007/s12525-024-00746-8,Fabian Sven KarstMahei Manhai LiJan Marco Leimeister,2025,https://link.springer.com/article/10.1007/s12525-024-00746-8,Article
"A comprehensive survey on securing the social internet of things: protocols, threat mitigation, technological integrations, tools, and performance metrics",Scientific Reports,,,,10.1038/s41598-025-23865-4,Deepa Ashok PatilShyamala G.,2025,https://link.springer.com/article/10.1038/s41598-025-23865-4,Article
Electronic Markets on platform culture,Electronic Markets,,,,10.1007/s12525-022-00604-5,Rainer Alt,2022,https://link.springer.com/article/10.1007/s12525-022-00604-5,Article
Maximizing team synergy in AI-related interdisciplinary groups: an interdisciplinary-by-design iterative methodology,AI & SOCIETY,,,,10.1007/s00146-022-01518-8,Piercosma BiscontiDavide OrsittoFederica FedorczykFabio BrauMarianna CapassoLorenzo De MarinisHüseyin EkenFederica MerendaMirko FortiMarco PaciniClaudia Schettini,2022,https://link.springer.com/article/10.1007/s00146-022-01518-8,Article
Human-Robot Teaming: Grand Challenges,Current Robotics Reports,,,,10.1007/s43154-023-00103-1,Manisha NatarajanEsmaeil SerajBatuhan AltundasRohan PalejaSean YeLetian ChenReed JensenKimberlee Chestnut ChangMatthew Gombolay,2023,https://link.springer.com/article/10.1007/s43154-023-00103-1,Article
An algorithm to optimize explainability using feature ensembles,Applied Intelligence,,,,10.1007/s10489-023-05069-3,Teddy LazebnikSvetlana Bunimovich-MendrazitskyAvi Rosenfeld,2024,https://link.springer.com/article/10.1007/s10489-023-05069-3,Article
Denoising and segmentation in medical image analysis: A comprehensive review on machine learning and deep learning approaches,Multimedia Tools and Applications,,,,10.1007/s11042-024-19313-6,Ravi Ranjan KumarRahul Priyadarshi,2024,https://link.springer.com/article/10.1007/s11042-024-19313-6,Article
"From What to How: An Initial Review of Publicly Available AI Ethics Tools, Methods and Research to Translate Principles into Practices",Science and Engineering Ethics,,,,10.1007/s11948-019-00165-5,Jessica MorleyLuciano FloridiLibby KinseyAnat Elhalal,2019,https://link.springer.com/article/10.1007/s11948-019-00165-5,Article
The impacts of relevance of recommendations and goal commitment on user experience in news recommender design,User Modeling and User-Adapted Interaction,,,,10.1007/s11257-024-09405-1,Zhixin PuMichael A. Beam,2024,https://link.springer.com/article/10.1007/s11257-024-09405-1,Article
Vampire squid optimization algorithm for energy-efficient intrusion detection in cyber-physical networks,Discover Computing,,,,10.1007/s10791-025-09824-7,Ali Mohammed AlqaraghuliAbdullahi Ibrahim,2025,https://link.springer.com/article/10.1007/s10791-025-09824-7,Article
Technology readiness levels for machine learning systems,Nature Communications,,,,10.1038/s41467-022-33128-9,Alexander LavinCiarán M. Gilligan-LeeAlessya VisnjicSiddha GanjuDava NewmanSujoy GangulyDanny LangeAtílím Güneş BaydinAmit SharmaAdam GibsonStephan ZhengEric P. XingChris MattmannJames ParrYarin Gal,2022,https://link.springer.com/article/10.1038/s41467-022-33128-9,Article
Recommending on graphs: a comprehensive review from a data perspective,User Modeling and User-Adapted Interaction,,,,10.1007/s11257-023-09359-w,Lemei ZhangPeng LiuJon Atle Gulla,2023,https://link.springer.com/article/10.1007/s11257-023-09359-w,Article
On the Ethical and Epistemological Utility of Explicable AI in Medicine,Philosophy & Technology,,,,10.1007/s13347-022-00546-y,Christian Herzog,2022,https://link.springer.com/article/10.1007/s13347-022-00546-y,Article
Evaluating machine learning model for investigating surface chloride concentration of concrete exposed to tidal environment,Frontiers of Structural and Civil Engineering,,,,10.1007/s11709-025-1135-1,Thi Tuyet Trinh NguyenLong Khanh Nguyen,2025,https://link.springer.com/article/10.1007/s11709-025-1135-1,Article
Explainability of Deep Vision-Based Autonomous Driving Systems: Review and Challenges,International Journal of Computer Vision,,,,10.1007/s11263-022-01657-x,Éloi ZablockiHédi Ben-YounesPatrick PérezMatthieu Cord,2022,https://link.springer.com/article/10.1007/s11263-022-01657-x,Article
A load balancing method for avionics systems via artificial bee colony and simulated annealing algorithms,Soft Computing,,,,10.1007/s00500-023-09526-6,Xiaoyan DuChenglie DuJinchao ChenYifan Liu,2023,https://link.springer.com/article/10.1007/s00500-023-09526-6,Article
"A learning-based framework for spatial join processing: estimation, optimization and tuning",The VLDB Journal,,,,10.1007/s00778-024-00836-1,Tin VuAlberto BelussiSara MiglioriniAhmed Eldawy,2024,https://link.springer.com/article/10.1007/s00778-024-00836-1,Article
Advances and applications in inverse reinforcement learning: a comprehensive review,Neural Computing and Applications,,,,10.1007/s00521-025-11100-0,Saurabh DeshpandeRahee WalambeKetan KotechaGaneshsree SelvachandranAjith Abraham,2025,https://link.springer.com/article/10.1007/s00521-025-11100-0,Article
"CloudSEN12, a global dataset for semantic understanding of cloud and cloud shadow in Sentinel-2",Scientific Data,,,,10.1038/s41597-022-01878-2,Cesar AybarLuis YsuhuaylasJhomira LojaKaren GonzalesFernando HerreraLesly BautistaRoy YaliAngie FloresLissette DiazNicole CuencaWendy EspinozaFernando PrudencioValeria LlactayoDavid MonteroMartin SudmannsDirk TiedeGonzalo Mateo-GarcíaLuis Gómez-Chova,2022,https://link.springer.com/article/10.1038/s41597-022-01878-2,Article
Encoding Ethics to Compute Value-Aligned Norms,Minds and Machines,,,,10.1007/s11023-023-09649-7,Marc SerramiaManel Rodriguez-SotoMaite Lopez-SanchezJuan A. Rodriguez-AguilarFilippo BistaffaPaula BoddingtonMichael WooldridgeCarlos Ansotegui,2023,https://link.springer.com/article/10.1007/s11023-023-09649-7,Article
Assembled Bias: Beyond Transparent Algorithmic Bias,Minds and Machines,,,,10.1007/s11023-022-09605-x,Robyn Repko WallerRussell L. Waller,2022,https://link.springer.com/article/10.1007/s11023-022-09605-x,Article
AI-powered recommender systems and the preservation of personal autonomy,AI & SOCIETY,,,,10.1007/s00146-023-01720-2,Juan Ignacio del ValleFrancisco Lara,2023,https://link.springer.com/article/10.1007/s00146-023-01720-2,Article
Beyond explainability: justifiability and contestability of algorithmic decision systems,AI & SOCIETY,,,,10.1007/s00146-021-01251-8,Clément HeninDaniel Le Métayer,2021,https://link.springer.com/article/10.1007/s00146-021-01251-8,Article
Deep neural network learning for power limited heterogeneous system with workload classification,Computing,,,,10.1007/s00607-021-01018-5,Manjari GuptaLava BhargavaS. Indu,2021,https://link.springer.com/article/10.1007/s00607-021-01018-5,Article
New Pythias of public administration: ambiguity and choice in AI systems as challenges for governance,AI & SOCIETY,,,,10.1007/s00146-021-01201-4,Fernando Filgueiras,2021,https://link.springer.com/article/10.1007/s00146-021-01201-4,Article
Trustworthy decentralization based on blockchain tools for social network architectures,Social Network Analysis and Mining,,,,10.1007/s13278-024-01252-7,Fatma MlikaWafa KarouiLotfi Ben Romdhane,2024,https://link.springer.com/article/10.1007/s13278-024-01252-7,Article
Advances of machine learning in materials science: Ideas and techniques,Frontiers of Physics,,,,10.1007/s11467-023-1325-z,Sue Sin ChongYi Sheng NgHui-Qiong WangJin-Cheng Zheng,2023,https://link.springer.com/article/10.1007/s11467-023-1325-z,Article
Four Responsibility Gaps with Artificial Intelligence: Why they Matter and How to Address them,Philosophy & Technology,,,,10.1007/s13347-021-00450-x,Filippo Santoni de SioGiulio Mecacci,2021,https://link.springer.com/article/10.1007/s13347-021-00450-x,Article
Technology trends in large-scale high-efficiency network computing,Frontiers of Information Technology & Electronic Engineering,,,,10.1631/FITEE.2200217,Jinshu SuBaokang ZhaoYi DaiJijun CaoZiling WeiNa ZhaoCongxi SongYujing LiuYusheng Xia,2022,https://link.springer.com/article/10.1631/FITEE.2200217,Article
Towards Transparency by Design for Artificial Intelligence,Science and Engineering Ethics,,,,10.1007/s11948-020-00276-4,Heike FelzmannEduard Fosch-VillarongaChristoph LutzAurelia Tamò-Larrieux,2020,https://link.springer.com/article/10.1007/s11948-020-00276-4,Article
Designing a feature selection method based on explainable artificial intelligence,Electronic Markets,,,,10.1007/s12525-022-00608-1,Jan ZachariasMoritz von ZahnJohannes ChenOliver Hinz,2022,https://link.springer.com/article/10.1007/s12525-022-00608-1,Article
Enhancing Network Efficiency and Extending Lifetime Through Delay Optimization and Energy Balancing Techniques,Wireless Personal Communications,,,,10.1007/s11277-023-10812-7,Amrita JyotiRashmi SharmaPooja SinghHarsh KhatterRashmi Mishra,2023,https://link.springer.com/article/10.1007/s11277-023-10812-7,Article
Mathematical programming-based methodology for the evaluation of supply chain collaborative planning scenarios,Annals of Operations Research,,,,10.1007/s10479-024-05917-6,D. Pérez-PeralesA. BozaF. AlarcónP. Gómez-Gasquet,2024,https://link.springer.com/article/10.1007/s10479-024-05917-6,Article
Distributed coordination control of multi-agent systems under intermittent sampling and communication: a comprehensive survey,Science China Information Sciences,,,,10.1007/s11432-024-4355-1,Xiaohua GeQing-Long HanXian-Ming ZhangDerui DingBoda Ning,2025,https://link.springer.com/article/10.1007/s11432-024-4355-1,Article
A quantitative evaluation of persistent memory hash indexes,The VLDB Journal,,,,10.1007/s00778-023-00812-1,Zhiwen ChenDaokun HuWenkui CheJianhua SunHao Chen,2023,https://link.springer.com/article/10.1007/s00778-023-00812-1,Article
Embedding Values in Artificial Intelligence (AI) Systems,Minds and Machines,,,,10.1007/s11023-020-09537-4,Ibo van de Poel,2020,https://link.springer.com/article/10.1007/s11023-020-09537-4,Article
Political machines: a framework for studying politics in social machines,AI & SOCIETY,,,,10.1007/s00146-021-01180-6,Orestis Papakyriakopoulos,2021,https://link.springer.com/article/10.1007/s00146-021-01180-6,Article
Aligning artificial intelligence with human values: reflections from a phenomenological perspective,AI & SOCIETY,,,,10.1007/s00146-021-01247-4,Shengnan HanEugene KellyShahrokh NikouEric-Oluf Svee,2021,https://link.springer.com/article/10.1007/s00146-021-01247-4,Article
The practical ethics of bias reduction in machine translation: why domain adaptation is better than data debiasing,Ethics and Information Technology,,,,10.1007/s10676-021-09583-1,Marcus TomalinBill ByrneShauna ConcannonDanielle SaundersStefanie Ullmann,2021,https://link.springer.com/article/10.1007/s10676-021-09583-1,Article
AI ethics: the case for including animals,AI and Ethics,,,,10.1007/s43681-022-00187-z,Peter SingerYip Fai Tse,2022,https://link.springer.com/article/10.1007/s43681-022-00187-z,Article
A survey on compositional algorithms for verification and synthesis in supervisory control,Discrete Event Dynamic Systems,,,,10.1007/s10626-023-00378-8,Robi MalikSahar MohajeraniMartin Fabian,2023,https://link.springer.com/article/10.1007/s10626-023-00378-8,Article
IMPACTS: a trust model for human-autonomy teaming,Human-Intelligent Systems Integration,,,,10.1007/s42454-020-00023-x,Ming HouGeoffrey HoDavid Dunwoody,2021,https://link.springer.com/article/10.1007/s42454-020-00023-x,Article
Forging a new alliance between economics and engineering,Journal of Industrial and Business Economics,,,,10.1007/s40812-021-00187-w,Sergio Mariotti,2021,https://link.springer.com/article/10.1007/s40812-021-00187-w,Article
Trust in Robots: Challenges and Opportunities,Current Robotics Reports,,,,10.1007/s43154-020-00029-y,Bing Cai KokHarold Soh,2020,https://link.springer.com/article/10.1007/s43154-020-00029-y,Article
Multistakeholder recommendation: Survey and research directions,User Modeling and User-Adapted Interaction,,,,10.1007/s11257-019-09256-1,Himan AbdollahpouriGediminas AdomaviciusRobin BurkeIdo GuyDietmar JannachToshihiro KamishimaJan KrasnodebskiLuiz Pizzato,2020,https://link.springer.com/article/10.1007/s11257-019-09256-1,Article
Omission and commission errors underlying AI failures,AI & SOCIETY,,,,10.1007/s00146-022-01585-x,Sasanka Sekhar ChandaDebarag Narayan Banerjee,2022,https://link.springer.com/article/10.1007/s00146-022-01585-x,Article
"Decrypting distributed ledger design—taxonomy, classification and blockchain community evaluation",Cluster Computing,,,,10.1007/s10586-021-03256-w,Mark C. BallandiesMarcus M. DappEvangelos Pournaras,2021,https://link.springer.com/article/10.1007/s10586-021-03256-w,Article
"Challenges of real-world reinforcement learning: definitions, benchmarks and analysis",Machine Learning,,,,10.1007/s10994-021-05961-4,Gabriel Dulac-ArnoldNir LevineDaniel J. MankowitzJerry LiCosmin PaduraruSven GowalTodd Hester,2021,https://link.springer.com/article/10.1007/s10994-021-05961-4,Article
Predicting trends in the quality of state-of-the-art neural networks without access to training or testing data,Nature Communications,,,,10.1038/s41467-021-24025-8,Charles H. MartinTongsu (Serena) PengMichael W. Mahoney,2021,https://link.springer.com/article/10.1038/s41467-021-24025-8,Article
"DDxNet: a deep learning model for automatic interpretation of electronic health records, electrocardiograms and electroencephalograms",Scientific Reports,,,,10.1038/s41598-020-73126-9,Jayaraman J. ThiagarajanDeepta RajanSameeksha KatochAndreas Spanias,2020,https://link.springer.com/article/10.1038/s41598-020-73126-9,Article
One Explanation Does Not Fit All,KI - Künstliche Intelligenz,,,,10.1007/s13218-020-00637-y,Kacper SokolPeter Flach,2020,https://link.springer.com/article/10.1007/s13218-020-00637-y,Article
Causality matters in medical imaging,Nature Communications,,,,10.1038/s41467-020-17478-w,Daniel C. CastroIan WalkerBen Glocker,2020,https://link.springer.com/article/10.1038/s41467-020-17478-w,Article
On physical layer security in WSN over GK fading channels during intercept events,Telecommunication Systems,,,,10.1007/s11235-019-00638-9,Jelena A. AnastasovAleksandra M. CvetkovićDaniela M. MilovićDejan N. MilićGoran T. Djordjević,2019,https://link.springer.com/article/10.1007/s11235-019-00638-9,Article
"A Review of Transmission Rate over Wireless Fading Channels: Classifications, Applications, and Challenges",Wireless Personal Communications,,,,10.1007/s11277-021-08968-1,Poonam YadavSandeep KumarRajesh Kumar,2021,https://link.springer.com/article/10.1007/s11277-021-08968-1,Article
Feminist AI: Can We Expect Our AI Systems to Become Feminist?,Philosophy & Technology,,,,10.1007/s13347-019-00352-z,Galit WellnerTiran Rothman,2019,https://link.springer.com/article/10.1007/s13347-019-00352-z,Article
Recommender systems in the healthcare domain: state-of-the-art and research issues,Journal of Intelligent Information Systems,,,,10.1007/s10844-020-00633-6,Thi Ngoc Trang TranAlexander FelfernigChristoph TrattnerAndreas Holzinger,2020,https://link.springer.com/article/10.1007/s10844-020-00633-6,Article
Is accreditation ‘on the right track’? The views of Portuguese academics,Tertiary Education and Management,,,,10.1007/s11233-019-09048-7,Maria João RosaSónia CardosoPedro Videira,2019,https://link.springer.com/article/10.1007/s11233-019-09048-7,Article
Co-Existence Analysis on Satellite-Terrestrial Integrated IMT System,Mobile Networks and Applications,,,,10.1007/s11036-019-01337-0,Zhicheng QuZiwei LiuXiaojin DingHaotong CaoGengxin Zhang,2019,https://link.springer.com/article/10.1007/s11036-019-01337-0,Article
Explainability in human–agent systems,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-019-09408-y,Avi RosenfeldAriella Richardson,2019,https://link.springer.com/article/10.1007/s10458-019-09408-y,Article
A survey of 5G network systems: challenges and machine learning approaches,International Journal of Machine Learning and Cybernetics,,,,10.1007/s13042-020-01178-4,Hasna FouratiRihab MaaloulLamia Chaari,2020,https://link.springer.com/article/10.1007/s13042-020-01178-4,Article
Survey on Wireless Sensor Network Applications and Energy Efficient Routing Protocols,Wireless Personal Communications,,,,10.1007/s11277-018-5747-9,Reem E. MohamedAhmed I. SalehMaher AbdelrazzakAhmed S. Samra,2018,https://link.springer.com/article/10.1007/s11277-018-5747-9,Article
A software-defined architecture for control of IoT cyberphysical systems,Cluster Computing,,,,10.1007/s10586-018-02889-8,Ala’ DarabsehNikolaos M. Freris,2019,https://link.springer.com/article/10.1007/s10586-018-02889-8,Article
A survey on verification strategies for intelligent transportation systems,Journal of Reliable Intelligent Environments,,,,10.1007/s40860-018-0070-5,Hedda R. Schmidtke,2018,https://link.springer.com/article/10.1007/s40860-018-0070-5,Article
Consistency and fairness in real-time distributed virtual environments: Paradigms and relationships,Journal of Simulation,,,,10.1057/s41273-016-0035-8,Jeremy R. MillarDouglas D. HodsonGilbert L. PetersonDarryl K. Ahner,2016,https://link.springer.com/article/10.1057/s41273-016-0035-8,Article
Clonal plasticity: an autonomic mechanism for multi-agent systems to self-diversify,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-017-9380-x,Vivek NallurSiobhán Clarke,2017,https://link.springer.com/article/10.1007/s10458-017-9380-x,Article
Perverse Incentives and Peccable Behavior in Professionals - A Qualitative Study of the Faculty,Public Organization Review,,,,10.1007/s11115-017-0386-2,Shandana ShoaibBahaudin G. Mujtaba,2017,https://link.springer.com/article/10.1007/s11115-017-0386-2,Article
Exploring the need for a suitable privacy framework for mHealth when managing chronic diseases,Journal of Reliable Intelligent Environments,,,,10.1007/s40860-017-0049-7,Farad Rafique JusobCarlisle GeorgeGlenford Mapp,2017,https://link.springer.com/article/10.1007/s40860-017-0049-7,Article
Bottom-up approaches to achieve Pareto optimal agreements in group decision making,Knowledge and Information Systems,,,,10.1007/s10115-018-01325-y,Victor Sanchez-AnguixReyhan AydoğanTim BaarslagCatholijn Jonker,2019,https://link.springer.com/article/10.1007/s10115-018-01325-y,Article
Search bias quantification: investigating political bias in social media and web search,Information Retrieval Journal,,,,10.1007/s10791-018-9341-2,Juhi KulshresthaMotahhare EslamiJohnnatan MessiasMuhammad Bilal ZafarSaptarshi GhoshKrishna P. GummadiKarrie Karahalios,2018,https://link.springer.com/article/10.1007/s10791-018-9341-2,Article
Comparative legal study on privacy and personal data protection for robots equipped with artificial intelligence: looking at functional and technological aspects,AI & SOCIETY,,,,10.1007/s00146-017-0758-8,Kaori Ishii,2017,https://link.springer.com/article/10.1007/s00146-017-0758-8,Article
Algorithmic Accountability and Public Reason,Philosophy & Technology,,,,10.1007/s13347-017-0263-5,Reuben Binns,2017,https://link.springer.com/article/10.1007/s13347-017-0263-5,Article
Automation of fault-tolerant graceful degradation,Distributed Computing,,,,10.1007/s00446-017-0319-x,Yiyan LinSandeep KulkarniArshad Jhumka,2017,https://link.springer.com/article/10.1007/s00446-017-0319-x,Article
Identification of ‘at risk’ students using learning analytics: the ethical dilemmas of intervention strategies in a higher education institution,Educational Technology Research and Development,,,,10.1007/s11423-016-9459-0,Celeste LawsonColin BeerDolene RossiTeresa MooreJulie Fleming,2016,https://link.springer.com/article/10.1007/s11423-016-9459-0,Article
P-Accountability: A Quantitative Study of Accountability in Networked Systems,Wireless Personal Communications,,,,10.1007/s11277-017-4026-5,Zhifeng XiaoYang XiaoJie Wu,2017,https://link.springer.com/article/10.1007/s11277-017-4026-5,Article
"A Flexible, High-Performance FPGA Implementation of a Feed-Forward Equalizer for Optical Interconnects up to 112 Gb/s",Journal of Signal Processing Systems,,,,10.1007/s11265-016-1201-y,Konstantinos MaragosChristos SpatharakisGeorge LentarisPanagiotis KontzilasStefanos DrisParaskevas BakopoulosHercules AvramopoulosDimitrios Soudris,2016,https://link.springer.com/article/10.1007/s11265-016-1201-y,Article
Why can’t we settle again? Analysis of factors that influence agreement prospects in the post-settlement phase,Journal of Business Economics,,,,10.1007/s11573-016-0809-5,Johannes GettingerMichael FilzmoserSabine T. Koeszegi,2016,https://link.springer.com/article/10.1007/s11573-016-0809-5,Article
Ethics: An Indispensable Dimension in the University Rankings,Science and Engineering Ethics,,,,10.1007/s11948-016-9758-1,Ali Khaki Sedigh,2016,https://link.springer.com/article/10.1007/s11948-016-9758-1,Article
Real-time processing of streaming big data,Real-Time Systems,,,,10.1007/s11241-016-9257-0,Ali A. Safaei,2016,https://link.springer.com/article/10.1007/s11241-016-9257-0,Article
A general framework for architecture composability,Formal Aspects of Computing,,,,10.1007/s00165-015-0349-8,Paul AttieEduard BaranovSimon BliudzeMohamad JaberJoseph Sifakis,2015,https://link.springer.com/article/10.1007/s00165-015-0349-8,Article
Adaptive call admission control and resource allocation in multi server wireless/cellular network,Journal of Industrial Engineering International,,,,10.1007/s40092-015-0129-3,Madhu JainRagini Mittal,2015,https://link.springer.com/article/10.1007/s40092-015-0129-3,Article
QoE in video streaming over wireless networks: perspectives and research challenges,Wireless Networks,,,,10.1007/s11276-015-1028-7,Guan-Ming SuXiao SuYan BaiMea WangAthanasios V. VasilakosHaohong Wang,2015,https://link.springer.com/article/10.1007/s11276-015-1028-7,Article
The open agent society: retrospective and prospective views,Artificial Intelligence and Law,,,,10.1007/s10506-015-9173-y,Jeremy PittAlexander Artikis,2015,https://link.springer.com/article/10.1007/s10506-015-9173-y,Article
A decision support model for staff allocation of mobile medical service,Annals of Operations Research,,,,10.1007/s10479-015-1991-5,Paveena ChaovalitwongseKrongsin SomprasonkNaragain PhumchusriJoseph HeimZelda B. ZabinskyW. Art Chaovalitwongse,2015,https://link.springer.com/article/10.1007/s10479-015-1991-5,Article
Self organization based energy management techniques in mobile complex networks: a review,Complex Adaptive Systems Modeling,,,,10.1186/s40294-015-0008-1,Bahjat FatimaMunam Ali Shah,2015,https://link.springer.com/article/10.1186/s40294-015-0008-1,Article
"Mobile M2M communication architectures, upcoming challenges, applications, and future directions",EURASIP Journal on Wireless Communications and Networking,,,,10.1186/s13638-015-0479-y,Yasir MehmoodCarmelita GörgMaciej MuehleisenAndreas Timm-Giel,2015,https://link.springer.com/article/10.1186/s13638-015-0479-y,Article
Identifying the key organisational human factors for introducing human-robot collaboration in industry: an exploratory study,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-015-7335-4,George CharalambousSarah FletcherPhilip Webb,2015,https://link.springer.com/article/10.1007/s00170-015-7335-4,Article
A framework for memory contention analysis in multi-core platforms,Real-Time Systems,,,,10.1007/s11241-015-9229-9,Dakshina DasariVincent NelisBenny Akesson,2015,https://link.springer.com/article/10.1007/s11241-015-9229-9,Article
Units of Production and Consumption: Reframing Social Housing as Sustainable Infrastructure,Current Sustainable/Renewable Energy Reports,,,,10.1007/s40518-014-0013-6,Steven A. Moore,2014,https://link.springer.com/article/10.1007/s40518-014-0013-6,Article
On Efficient Traffic Distribution for Disaster Area Communication Using Wireless Mesh Networks,Wireless Personal Communications,,,,10.1007/s11277-013-1579-9,Mostafa M. FoudaHiroki NishiyamaRyu MiuraNei Kato,2013,https://link.springer.com/article/10.1007/s11277-013-1579-9,Article
Teacher evaluation and school improvement: An analysis of the evidence,"Educational Assessment, Evaluation and Accountability",,,,10.1007/s11092-013-9179-5,Philip HallingerRonald H. HeckJoseph Murphy,2014,https://link.springer.com/article/10.1007/s11092-013-9179-5,Article
The fast evolving landscape of on-chip communication,Design Automation for Embedded Systems,,,,10.1007/s10617-014-9137-6,Davide BertozziGiorgos DimitrakopoulosJosé FlichSören Sonntag,2014,https://link.springer.com/article/10.1007/s10617-014-9137-6,Article
Understanding the Mediating Effects of Relationship Quality on Technology Acceptance: An Empirical Study of E-Appointment System,Journal of Medical Systems,,,,10.1007/s10916-013-9981-0,Shih-Chih ChenShih-Chi LiuShing-Han LiDavid C. Yen,2013,https://link.springer.com/article/10.1007/s10916-013-9981-0,Article
A profile and tool for modelling safety information with design information in SysML,Software & Systems Modeling,,,,10.1007/s10270-014-0400-x,Geoffrey BiggsTakeshi SakamotoTetsuo Kotoku,2014,https://link.springer.com/article/10.1007/s10270-014-0400-x,Article
Legal Risk in Selection: An Analysis of Processes and Tools,Journal of Business and Psychology,,,,10.1007/s10869-013-9299-4,Kate Z. WilliamsMeline M. SchafferLauren E. Ellis,2013,https://link.springer.com/article/10.1007/s10869-013-9299-4,Article
Effective deadlock resolution with self-interested partially-rational agents,Annals of Mathematics and Artificial Intelligence,,,,10.1007/s10472-014-9422-x,Nadav SofyDavid Sarne,2014,https://link.springer.com/article/10.1007/s10472-014-9422-x,Article
Implementation and evaluation of global and partitioned scheduling in a real-time OS,Real-Time Systems,,,,10.1007/s11241-013-9183-3,Giovani GracioliAntônio Augusto FröhlichRodolfo PellizzoniSebastian Fischmeister,2013,https://link.springer.com/article/10.1007/s11241-013-9183-3,Article
High-throughput crowdsourcing mechanisms for complex tasks,Social Network Analysis and Mining,,,,10.1007/s13278-013-0114-z,Guido SautterKlemens Böhm,2013,https://link.springer.com/article/10.1007/s13278-013-0114-z,Article
On the Importance of National Culture for the Design of Information Systems,Business & Information Systems Engineering,,,,10.1007/s12599-012-0236-2,Tyge-F. KummerJan Marco LeimeisterMarkus Bick,2012,https://link.springer.com/article/10.1007/s12599-012-0236-2,Article
"Far from Eye, Far from Heart: Analysis of Graphical Decision Aids in Electronic Negotiation Support",Group Decision and Negotiation,,,,10.1007/s10726-012-9319-1,Johannes GettingerSabine T. Koeszegi,2012,https://link.springer.com/article/10.1007/s10726-012-9319-1,Article
Vernon Smith: Rationality in economics: Constructivist and ecological forms,The Review of Austrian Economics,,,,10.1007/s11138-011-0166-0,Loïc Sauce,2011,https://link.springer.com/article/10.1007/s11138-011-0166-0,Article
