Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Predictive techniques in medical imaging: opportunities, limitations, and ethical-economic challenges",npj Digital Medicine,,,,10.1038/s41746-025-01791-z,Luca SabaErnesto d’Aloja,2025,https://link.springer.com/article/10.1038/s41746-025-01791-z,Article
Mapping out AI functions in intelligent disaster (mis)management and AI-caused disasters,AI & SOCIETY,,,,10.1007/s00146-025-02423-6,Yasser PouresmaeilSaleh AfrooghJunfeng Jiao,2025,https://link.springer.com/article/10.1007/s00146-025-02423-6,Article
Two-Eyed Seeing and artificial intelligence: Enhancing healthcare delivery in Indigenous communities requires an ethical and culturally relevant public health framework,Canadian Journal of Public Health,,,,10.17269/s41997-025-01037-1,Amal KhanVeronica McKinneyIvar Mendez,2025,https://link.springer.com/article/10.17269/s41997-025-01037-1,Article
The paradigm of digital health: AI applications and transformative trends,Neural Computing and Applications,,,,10.1007/s00521-025-11081-0,Zubia RashidHania AhmedNeha NadeemSyeda Bushra ZafarMuhammad Zubair Yousaf,2025,https://link.springer.com/article/10.1007/s00521-025-11081-0,Article
Application of artificial intelligence in medical imaging for tumor diagnosis and treatment: a comprehensive approach,Discover Oncology,,,,10.1007/s12672-025-03307-3,Junyan HuangYizhen XiangShengqi GanLinrong WuJiangyu YanDong YeJunjun Zhang,2025,https://link.springer.com/article/10.1007/s12672-025-03307-3,Article
A framework for ethical AI-HRM development and use,AI and Ethics,,,,10.1007/s43681-025-00858-7,Jason DavidsonJerry SchneppHilary ButtrickAnkur Gupta,2025,https://link.springer.com/article/10.1007/s43681-025-00858-7,Article
Lessons Learned from Assessing Trustworthy AI in Practice,Digital Society,,,,10.1007/s44206-023-00063-1,Dennis VetterJulia AmannFrédérick BruneaultMegan CoffeeBoris DüdderAlessio GallucciThomas Krendl GilbertThilo HagendorffIrmhild van HalemEleanore HickmanElisabeth HildtSune HolmGeorgios KararigasPedro KringenVince I. MadaiEmilie Wiinblad MathezJesmin Jahan TithiMagnus WesterlundRenee WurthRoberto V. Zicari,2023,https://link.springer.com/article/10.1007/s44206-023-00063-1,Article
AI Anxiety: a comprehensive analysis of psychological factors and interventions,AI and Ethics,,,,10.1007/s43681-025-00686-9,Jeff J. H. KimJunyoung SohShrinidhi KadkolItay SolomonHyelin YehAdith V. SrivatsaGeorge R. NahassJeong Yun ChoiSophie LeeTheresa NyugenOlusola Ajilore,2025,https://link.springer.com/article/10.1007/s43681-025-00686-9,Article
Navigating the EU AI Act: foreseeable challenges in qualifying deep learning–based automated inspections of Class III medical devices,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-025-16648-8,Julio Zanon DiazTommy BrennanPeter Corcoran,2025,https://link.springer.com/article/10.1007/s00170-025-16648-8,Article
Understanding and training for the impact of large language models and artificial intelligence in healthcare practice: a narrative review,BMC Medical Education,,,,10.1186/s12909-024-06048-z,Liam G. McCoyFaye Yu Ci NgChristopher M. SauerKatelyn Edelwina Yap LegaspiBhav JainJack GallifantMichael McClurkinAlessandro HammondDeirdre GoodeJudy GichoyaLeo Anthony Celi,2024,https://link.springer.com/article/10.1186/s12909-024-06048-z,Article
Potential benefits and challenges of artificial intelligence in human resource management in public institutions,Discover Global Society,,,,10.1007/s44282-025-00175-8,Kelvin M. MwitaFelician Andrew Kitole,2025,https://link.springer.com/article/10.1007/s44282-025-00175-8,Article
Artificial intelligence in the study of oral lichen planus characteristics: a review,BDJ Open,,,,10.1038/s41405-025-00388-8,Huishun YangGe LiChangbin Zhao,2025,https://link.springer.com/article/10.1038/s41405-025-00388-8,Article
Regulating genome language models: navigating policy challenges at the intersection of AI and genetics,Human Genetics,,,,10.1007/s00439-025-02768-4,Bahrad A. SokhansanjGail L. Rosen,2025,https://link.springer.com/article/10.1007/s00439-025-02768-4,Article
"Artificial intelligence in healthcare and medicine: clinical applications, therapeutic advances, and future perspectives",European Journal of Medical Research,,,,10.1186/s40001-025-03196-w,Yosri A. FahimIbrahim W. HasaniSamer KabbaWaleed Mahmoud Ragab,2025,https://link.springer.com/article/10.1186/s40001-025-03196-w,Article
Algorithmic bias: sexualized violence against women in GPT-3 models,AI and Ethics,,,,10.1007/s43681-024-00641-0,Sarah WyerSue Black,2025,https://link.springer.com/article/10.1007/s43681-024-00641-0,Article
Framework for bias evaluation in large language models in healthcare settings,npj Digital Medicine,,,,10.1038/s41746-025-01786-w,Tara TemplinSophia FortPrasanna PadmanabhamPratyush SeshadriRam RimalJunier OlivaKristin Hassmiller LichSean SylviaNasa Sinnott-Armstrong,2025,https://link.springer.com/article/10.1038/s41746-025-01786-w,Article
"Navigating the AI Frontier in Toxicology: Trends, Trust, and Transformation",Current Environmental Health Reports,,,,10.1007/s40572-025-00514-6,Thomas LuechtefeldThomas Hartung,2025,https://link.springer.com/article/10.1007/s40572-025-00514-6,Article
"AI and religious e-commerce: ethical foundations, practical strategies, and future directions",Electronic Commerce Research,,,,10.1007/s10660-025-10010-6,Bo-Chiuan Su,2025,https://link.springer.com/article/10.1007/s10660-025-10010-6,Article
Exploring the potential of artificial intelligence and machine learning in healthcare: challenges and research directions,Cluster Computing,,,,10.1007/s10586-025-05372-3,S. ManimaranD. Uma PriyaAzees MariaArun Sekar Rajasekaran,2025,https://link.springer.com/article/10.1007/s10586-025-05372-3,Article
"Integrating emotional AI, IoT, and robotics for patient-centered healthcare: challenges and future directions",Discover Internet of Things,,,,10.1007/s43926-025-00174-w,Nassim BoutGhizlane MoukhlissHicham BelhadaouiNadia AfifiMounia Abik,2025,https://link.springer.com/article/10.1007/s43926-025-00174-w,Article
Toward a framework for risk mitigation of potential misuse of artificial intelligence in biomedical research,Nature Machine Intelligence,,,,10.1038/s42256-024-00926-3,Artem A. TrotsyukQuinn WaeissRaina Talwar BhatiaBrandon J. AponteIsabella M. L. HeffernanDevika MadgavkarRyan Marshall FelderLisa Soleymani LehmannMegan J. PalmerHank GreelyRussell WaldLea GoetzMarkus TrengoveRobert VandersluisHerbert LinMildred K. ChoRuss B. AltmanDrew EndyDavid A. RelmanMargaret LeviDebra SatzDavid Magnus,2024,https://link.springer.com/article/10.1038/s42256-024-00926-3,Article
Large language models for clinical trials in the Global South: opportunities and ethical challenges,AI and Ethics,,,,10.1007/s43681-025-00943-x,Hafiz Ahmed,2025,https://link.springer.com/article/10.1007/s43681-025-00943-x,Article
Hybrid MLOps framework for automated lifecycle management of adaptive phishing detection models,Scientific Reports,,,,10.1038/s41598-025-23600-z,Asmaa RedaShereen A. TaieMasoud E. Shaheen,2025,https://link.springer.com/article/10.1038/s41598-025-23600-z,Article
Large Language Models in Legal Systems: A Survey,Humanities and Social Sciences Communications,,,,10.1057/s41599-025-05924-3,Fatemeh DehghaniRoya DehghaniYazdan Naderzadeh ArdebiliShahryar Rahnamayan,2025,https://link.springer.com/article/10.1057/s41599-025-05924-3,Article
Do we need watchful eyes on our workers? Ethics of using computer vision for workplace surveillance,AI and Ethics,,,,10.1007/s43681-025-00726-4,Rinu Ann SebastianKris EhingerTim Miller,2025,https://link.springer.com/article/10.1007/s43681-025-00726-4,Article
Artificial Intelligence in Higher Education: Proposal for a Transversal Curricular Unit,Journal of Formative Design in Learning,,,,10.1007/s41686-024-00097-9,Emília Malcata Rebelo,2025,https://link.springer.com/article/10.1007/s41686-024-00097-9,Article
Islamic Ethics and AI: An Evaluation of Existing Approaches to AI using Trusteeship Ethics,Philosophy & Technology,,,,10.1007/s13347-025-00922-4,Fatima AliKarim BouzoubaaFrank GelliBoumediene HamziSuhair Khan,2025,https://link.springer.com/article/10.1007/s13347-025-00922-4,Article
Data-Centric AI,Journal of Intelligent Information Systems,,,,10.1007/s10844-024-00901-9,Donato MalerbaVincenzo Pasquadibisceglie,2024,https://link.springer.com/article/10.1007/s10844-024-00901-9,Article
Artificial Intelligence Tools in Misinformation Management during Natural Disasters,Public Organization Review,,,,10.1007/s11115-025-00815-2,Nadejda KomendantovaDmitry Erokhin,2025,https://link.springer.com/article/10.1007/s11115-025-00815-2,Article
The Case for Selective Non-Transparency in AI-Mediated Work: A Workers Rights Framework,Employee Responsibilities and Rights Journal,,,,10.1007/s10672-025-09567-z,Daniel PlateJames Hutson,2025,https://link.springer.com/article/10.1007/s10672-025-09567-z,Article
Mitigating bias in AI mortality predictions for minority populations: a transfer learning approach,BMC Medical Informatics and Decision Making,,,,10.1186/s12911-025-02862-7,Tianshu GuWensen PanJing YuGuang JiXia MengYongjun WangMinghui Li,2025,https://link.springer.com/article/10.1186/s12911-025-02862-7,Article
"Skin, scalpel and the silicon chip: a systematic review on the accuracy, bias and data governance of artificial intelligence in dermatology, minimally invasive aesthetics, aesthetic, plastic and reconstructive surgery",European Journal of Plastic Surgery,,,,10.1007/s00238-025-02278-6,Eqram RahmanShabnam Sadeghi-EsfahlaniParinitha RaoPatricia GarciaSotirios IoannidisJohn NostaZakia RahmanWilliam Richard Webb,2025,https://link.springer.com/article/10.1007/s00238-025-02278-6,Article
AI-driven cybersecurity framework for software development based on the ANN-ISM paradigm,Scientific Reports,,,,10.1038/s41598-025-97204-y,Habib Ullah KhanRafiq Ahmad KhanHathal S. AlwageedAlaa Omran AlmagrabiSarra AyouniMohamed Maddeh,2025,https://link.springer.com/article/10.1038/s41598-025-97204-y,Article
FetalMLOps: operationalizing machine learning models for standard fetal ultrasound plane classification,Medical & Biological Engineering & Computing,,,,10.1007/s11517-025-03436-5,Matteo TestiMaria Chiara FiorentinoMatteo BallabioGiorgio VisaniMassimo CiccozziEmanuele FrontoniSara MocciaGennaro Vessio,2025,https://link.springer.com/article/10.1007/s11517-025-03436-5,Article
Explainable artificial intelligence for medical imaging systems using deep learning: a comprehensive review,Cluster Computing,,,,10.1007/s10586-025-05281-5,Essam H. HousseinAmr M. GamalEman M. G. YounisEbtsam Mohamed,2025,https://link.springer.com/article/10.1007/s10586-025-05281-5,Article
Cognitive bias in generative AI influences religious education,Scientific Reports,,,,10.1038/s41598-025-99121-6,Jing ZhangWenlong SongYang Liu,2025,https://link.springer.com/article/10.1038/s41598-025-99121-6,Article
Bridging perspectives on artificial intelligence: a comparative analysis of hopes and concerns in developed and developing countries,AI & SOCIETY,,,,10.1007/s00146-025-02331-9,Amirmahdi MohammadiMehrdad Maghsoudi,2025,https://link.springer.com/article/10.1007/s00146-025-02331-9,Article
Artificial intelligence in total knee arthroplasty: clinical applications and implications,Knee Surgery & Related Research,,,,10.1186/s43019-025-00295-0,Kyeong Baek KimGi Beom KimJun-Ho KimSang-Min Lee,2025,https://link.springer.com/article/10.1186/s43019-025-00295-0,Article
"The Practical, Robust Implementation and Sustainability (PRISM)-capabilities model for use of Artificial Intelligence in community-engaged implementation science research",Implementation Science,,,,10.1186/s13012-025-01447-2,Nabila El-BasselJames DavidTrena I. MukherjeeManeesha AggarwalElwin WuLouisa GilbertScott WaltersRedonna ChandlerTim HuntVictoria FryeAimee CampbellDawn A. Goddard-EckrichKatherine KeyesShoshana N. BenjaminRaymond BaliseSmaranda MuresanEric AragundiMarc ChenParixit DavéDavid LounsburyNasim SabounchiDan FeasterTerry HuangTian Zheng,2025,https://link.springer.com/article/10.1186/s13012-025-01447-2,Article
Developing user-centered system design guidelines for explainable AI: a systematic literature review,Artificial Intelligence Review,,,,10.1007/s10462-025-11363-y,San HongWoojin Park,2025,https://link.springer.com/article/10.1007/s10462-025-11363-y,Article
"Welcome, new brand colleague! A conceptual framework for efficient and effective human–AI co-creation for creative brand voice",Journal of Brand Management,,,,10.1057/s41262-025-00387-y,Alexandra KirkbyCarsten BaumgarthJörg Henseler,2025,https://link.springer.com/article/10.1057/s41262-025-00387-y,Article
Uncovering ethical biases in publicly available fetal ultrasound datasets,npj Digital Medicine,,,,10.1038/s41746-025-01739-3,Maria Chiara FiorentinoSara MocciaMariachiara Di CosmoEmanuele FrontoniBenedetta GiovanolaSimona Tiribelli,2025,https://link.springer.com/article/10.1038/s41746-025-01739-3,Article
"Explanation and elaboration of MedinAI: guidelines for reporting artificial intelligence studies in medicines, pharmacotherapy, and pharmaceutical services",International Journal of Clinical Pharmacy,,,,10.1007/s11096-025-01906-2,Wallace Entringer BottacinThais Teles de SouzaAna Carolina MelchiorsWalleri Christini Torelli Reis,2025,https://link.springer.com/article/10.1007/s11096-025-01906-2,Article
"Sustainable AI in medicine: navigating innovation, challenges, and environmental impact",Health Economics Review,,,,10.1186/s13561-025-00704-w,Elena BignamiLuigino Jalale DarhourValentina Bellini,2025,https://link.springer.com/article/10.1186/s13561-025-00704-w,Article
Towards deployment-centric multimodal AI beyond vision and language,Nature Machine Intelligence,,,,10.1038/s42256-025-01116-5,Xianyuan LiuJiayang ZhangShuo ZhouThijs L. van der PlasAvish VijayaraghavanAnastasiia GrishinaMengdie ZhuangDaniel SchofieldChristopher TomlinsonYuhan WangRuizhe LiLouisa van ZeelandSina TabakhiCyndie DemeocqXiang LiArunav DasOrlando TimmermanThomas Baldwin-McDonaldJinge WuPeizhen BaiZahraa Al SahiliOmnia AlwazzanThao N. DoMohammod N. I. SuvonAngeline WangLucia Cipolina-KunLuigi A. MorettiLucas FarndaleNitisha JainNatalia EfremovaYan GeMarta VarelaHak-Keung LamOya CeliktutanBen R. EvansAlejandro Coca-CastroHonghan WuZahraa S. AbdallahChen ChenValentin DanchevNataliya TkachenkoLei LuTingting ZhuGregory G. SlabaughRoger K. MooreWilliam K. CheungPeter H. CharltonHaiping Lu,2025,https://link.springer.com/article/10.1038/s42256-025-01116-5,Article
Unlocking Australia’s AI usage in law enforcement from human involvement perspective: a systematic literature review,AI & SOCIETY,,,,10.1007/s00146-025-02350-6,Rumpa DasguptaSri Harsha MekalaFariha Tasmin JaigirdarAdnan AnwarLennon Yao-Chung Chang,2025,https://link.springer.com/article/10.1007/s00146-025-02350-6,Article
Computational and ethical considerations for using large language models in psychotherapy,Nature Computational Science,,,,10.1038/s43588-025-00874-x,Renwen ZhangHan MengMarion NeubronnerYi-Chieh Lee,2025,https://link.springer.com/article/10.1038/s43588-025-00874-x,Article
"Representation of intensivists’ race/ethnicity, sex, and age by artificial intelligence: a cross-sectional study of two text-to-image models",Critical Care,,,,10.1186/s13054-024-05134-4,Mia GisselbaekMélanie SuppanLaurens MinsartEkin KöselerliSheila Nainan MyatraIdit MatotOdmara L. Barreto ChangSarah SaxenaJoana Berger-Estilita,2024,https://link.springer.com/article/10.1186/s13054-024-05134-4,Article
Eliciting Socio-Technical Research Needs on Countering Violence-Inducing and Hateful Speech in Cyberspace,Digital Society,,,,10.1007/s44206-025-00212-8,Dante Della VellaYasas SenarathEhtesham HashmiMohamed AbomharaSarang ShaikhTorborg IglandCarol Azungi DralegaSule Yildirim YayilganHemant PurohitRajendra Akerkar,2025,https://link.springer.com/article/10.1007/s44206-025-00212-8,Article
Artificial intelligence (AI) for social innovation in health education: promoting health literacy through personalized ai-driven learning tools – a systematic review,BMC Medical Education,,,,10.1186/s12909-025-08462-3,Dina Mansour TbaishatMaha Waleed Elfadel,2025,https://link.springer.com/article/10.1186/s12909-025-08462-3,Article
"Designing an ethical and explainable automatic coaching (eCoach) system for community based, persuasive recommendations",Multimedia Tools and Applications,,,,10.1007/s11042-025-21116-2,Ayan ChatterjeeMichael A. RieglerPål Halvorsen,2025,https://link.springer.com/article/10.1007/s11042-025-21116-2,Article
The algorithm will see you now: how AI evaluates neurosurgeons,AI and Ethics,,,,10.1007/s43681-025-00860-z,Daniel SchneiderEthan Devin Lockwood BrownMax WardBarnabas Obeng-GyasiDaniel SciubbaSheng-Fu Lo,2025,https://link.springer.com/article/10.1007/s43681-025-00860-z,Article
Bridging Health Disparities in the Data-Driven World of Artificial Intelligence: A Narrative Review,Journal of Racial and Ethnic Health Disparities,,,,10.1007/s40615-024-02057-2,Anastasia MurphyKuan BowenIsaam M. El NaqaBalaurunathan YogaB. Lee Green,2024,https://link.springer.com/article/10.1007/s40615-024-02057-2,Article
Developing a Framework for Self-regulatory Governance in Healthcare AI Research: Insights from South Korea,Asian Bioethics Review,,,,10.1007/s41649-024-00281-w,Junhewk KimSo Yoon KimEun-Ae KimJin-Ah SimYuri LeeHannah Kim,2024,https://link.springer.com/article/10.1007/s41649-024-00281-w,Article
Artificial Intelligence in Andrology: A New Frontier in Male Infertility Diagnosis and Treatment,Current Urology Reports,,,,10.1007/s11934-025-01257-5,Joseph Y. NashedKiera LiblikAli DerghamLuke WitherspoonRyan Flannigan,2025,https://link.springer.com/article/10.1007/s11934-025-01257-5,Article
Is regulatory science ready for artificial intelligence?,npj Digital Medicine,,,,10.1038/s41746-025-01596-0,Thomas HartungMaurice WhelanWeida TongRobert M. Califf,2025,https://link.springer.com/article/10.1038/s41746-025-01596-0,Article
Artificial Intelligence and Advanced Technologies in Pediatric Airway Management: Transforming Emergency Care,Current Emergency and Hospital Medicine Reports,,,,10.1007/s40138-025-00334-w,Khaled AbouelmagdNoor ul Ain SaleemKayleigh KuhnTemitomi Jane OyedeleSohaila Mohamed Mohamed AbdelbarShree RathMohammed Alsabri,2025,https://link.springer.com/article/10.1007/s40138-025-00334-w,Article
Change management: artificial intelligence (AI) at the service of public administrations,AI & SOCIETY,,,,10.1007/s00146-024-02136-2,Ieva Mainardi,2024,https://link.springer.com/article/10.1007/s00146-024-02136-2,Article
Surgical education reimagined: the convergence of learning theories and artificial intelligence,BMC Medical Education,,,,10.1186/s12909-025-08039-0,Frances LeeShing Wai Wong,2025,https://link.springer.com/article/10.1186/s12909-025-08039-0,Article
Lightweight and mobile artificial intelligence and immersive technologies in aviation,"Visual Computing for Industry, Biomedicine, and Art",,,,10.1186/s42492-025-00203-z,Graham WildAziida NanyongaAnam IqbalShehar BanoAlexander SomervilleLuke Pollock,2025,https://link.springer.com/article/10.1186/s42492-025-00203-z,Article
Toward governance of artificial intelligence in pediatric healthcare,npj Digital Medicine,,,,10.1038/s41746-025-02000-7,Felix RichterEmma HolmesFlorian RichterKatherine GuttmannSon Q. DuongSandeep GangadharanEric E. SchadtHojjat SalmasianBruce D. GelbBenjamin S. Glicksberg,2025,https://link.springer.com/article/10.1038/s41746-025-02000-7,Article
"Big data and AI-driven evidence analysis: a global perspective on citation trends, accessibility, and future research in legal applications",Journal of Big Data,,,,10.1186/s40537-024-01046-w,Chutisant Kerdvibulvech,2024,https://link.springer.com/article/10.1186/s40537-024-01046-w,Article
Preventing unrestricted and unmonitored AI experimentation in healthcare through transparency and accountability,npj Digital Medicine,,,,10.1038/s41746-025-01443-2,Donnella S. ComeauDanielle S. BittermanLeo Anthony Celi,2025,https://link.springer.com/article/10.1038/s41746-025-01443-2,Article
Artificial intelligence shaping a smarter and greener planet for sustainable energy transportation biodiversity and water management,Discover Artificial Intelligence,,,,10.1007/s44163-025-00647-5,Safia BibiLing Yang,2025,https://link.springer.com/article/10.1007/s44163-025-00647-5,Article
Machine learning methodologies: history and challenges,Evolutionary Intelligence,,,,10.1007/s12065-025-01047-5,Cecilia-Irene Loeza-MejíaEddy Sánchez-DelaCruzIrahan-Otoniel José-Guzmán,2025,https://link.springer.com/article/10.1007/s12065-025-01047-5,Article
Ethical implications of AI in the Metaverse,AI and Ethics,,,,10.1007/s43681-024-00450-5,Alesia Zhuk,2024,https://link.springer.com/article/10.1007/s43681-024-00450-5,Article
"Large language models: an overview of foundational architectures, recent trends, and a new taxonomy",Discover Applied Sciences,,,,10.1007/s42452-025-07668-w,Ibomoiye Domor MienyeNobert JereGeorge ObaidoOyindamola Omolara OgunrukuEbenezer EsenoghoCameron Modisane,2025,https://link.springer.com/article/10.1007/s42452-025-07668-w,Article
"Trustworthy artificial intelligence in Alzheimer’s disease: state of the art, opportunities, and challenges",Artificial Intelligence Review,,,,10.1007/s10462-023-10415-5,Shaker El-SappaghJose M. Alonso-MoralTamer AbuhmedFarman AliAlberto Bugarín-Diz,2023,https://link.springer.com/article/10.1007/s10462-023-10415-5,Article
The Question of AI and Democracy: Four Categories of AI Governance,Philosophy & Technology,,,,10.1007/s13347-025-00904-6,Sung Jun Han,2025,https://link.springer.com/article/10.1007/s13347-025-00904-6,Article
Normative Challenges of Risk Regulation of Artificial Intelligence,NanoEthics,,,,10.1007/s11569-024-00454-9,Carsten OrwatJascha BareisAnja FolberthJutta JahnelChristian Wadephul,2024,https://link.springer.com/article/10.1007/s11569-024-00454-9,Article
Streamlining medical software development with CARE lifecycle and CARE agent: an AI-driven technology readiness level assessment tool,BMC Medical Informatics and Decision Making,,,,10.1186/s12911-025-03099-0,Steven N. HartPatrick L. DayChristopher A. Garcia,2025,https://link.springer.com/article/10.1186/s12911-025-03099-0,Article
"Artificial intelligence in cancer care: revolutionizing diagnosis, treatment, and precision medicine amid emerging challenges and future opportunities",3 Biotech,,,,10.1007/s13205-025-04518-9,Chandrabose SelvarajWilliam C. ChoKulanthaivel LangeswaranAbdulaziz S. AlothaimRajendran VijayakumarMani JayaprakashvelDeepali Desai,2025,https://link.springer.com/article/10.1007/s13205-025-04518-9,Article
Clinician voices on ethics of LLM integration in healthcare: a thematic analysis of ethical concerns and implications,BMC Medical Informatics and Decision Making,,,,10.1186/s12911-024-02656-3,Tala MirzaeiLeila AminiPouyan Esmaeilzadeh,2024,https://link.springer.com/article/10.1186/s12911-024-02656-3,Article
Governing AI through interaction: situated actions as an informal mechanism for AI regulation,AI and Ethics,,,,10.1007/s43681-024-00446-1,Gleb Papyshev,2024,https://link.springer.com/article/10.1007/s43681-024-00446-1,Article
Early warning score and feasible complementary approach using artificial intelligence-based bio-signal monitoring system: a review,Biomedical Engineering Letters,,,,10.1007/s13534-025-00486-4,Dogeun ParkKwangsub SoSunil Kumar PrabhakarChulho KimJae Jun LeeJong-Hee SohnJong-Ho KimSang-Hwa LeeDong-Ok Won,2025,https://link.springer.com/article/10.1007/s13534-025-00486-4,Article
"ChatGPT Needs SPADE (Sustainability, PrivAcy, Digital divide, and Ethics) Evaluation: A Review",Cognitive Computation,,,,10.1007/s12559-024-10285-1,Sunder Ali KhowajaParus KhuwajaKapal DevWeizheng WangLewis Nkenyereye,2024,https://link.springer.com/article/10.1007/s12559-024-10285-1,Article
Cognitive imperialism in artificial intelligence: counteracting bias with indigenous epistemologies,AI & SOCIETY,,,,10.1007/s00146-024-02065-0,Yaw Ofosu-Asare,2024,https://link.springer.com/article/10.1007/s00146-024-02065-0,Article
The role of artificial intelligence in managing hospitalized patients with mental illness: a scoping review,Discover Public Health,,,,10.1186/s12982-025-00814-0,Md SamiunMoustaq Karim Khan RonySumaiya YeasminMia Md Tofayel Gonee ManikAnupom DebnathMustakim Bin AzizAfia Fairooz TasnimSadia Islam Nilima,2025,https://link.springer.com/article/10.1186/s12982-025-00814-0,Article
Implications of Bias in Artificial Intelligence: Considerations for Cardiovascular Imaging,Current Atherosclerosis Reports,,,,10.1007/s11883-024-01190-x,Marly van AssenAshley BeecyGabrielle GershonJanice NewsomeHari TrivediJudy Gichoya,2024,https://link.springer.com/article/10.1007/s11883-024-01190-x,Article
Regulating the AI-enabled ecosystem for human therapeutics,Communications Medicine,,,,10.1038/s43856-025-00910-x,Rominder SinghMark PaxtonJared Auclair,2025,https://link.springer.com/article/10.1038/s43856-025-00910-x,Article
On monitorability of AI,AI and Ethics,,,,10.1007/s43681-024-00420-x,Roman V. Yampolskiy,2024,https://link.springer.com/article/10.1007/s43681-024-00420-x,Article
"Leveraging artificial intelligence and advanced food processing techniques for enhanced food safety, quality, and security: a comprehensive review",Discover Applied Sciences,,,,10.1007/s42452-025-06472-w,Sambandh Bhusan DhalDebashish Kar,2025,https://link.springer.com/article/10.1007/s42452-025-06472-w,Article
"Technical, economic, and societal risks in the progress of artificial intelligence driven quantum technologies",Discover Artificial Intelligence,,,,10.1007/s44163-024-00171-y,Alberto Boretti,2024,https://link.springer.com/article/10.1007/s44163-024-00171-y,Article
Artificial Intelligence in heart and brain ultrasound: the least you need to know,Internal and Emergency Medicine,,,,10.1007/s11739-025-04228-3,Chiara MozziniGiuseppe LucchiniMarko BertognaAlder CasadeiMauro Pagani,2025,https://link.springer.com/article/10.1007/s11739-025-04228-3,Article
The Application of Artificial Intelligence to Enhance Spinal Cord Stimulation Efficacy for Chronic Pain Management: Current Evidence and Future Directions,Current Pain and Headache Reports,,,,10.1007/s11916-025-01400-4,John V. PrunskisTadas MasysStephen T. PylesAlaa Abd-ElsayedTimothy R. DeerDouglas P. BeallRamis GheithSheel PatelDawood SayedHadi MotenTodd HagleChadi I. YaacoubLeon AnijarMayank GuptaTerri Dallas-Prunskis,2025,https://link.springer.com/article/10.1007/s11916-025-01400-4,Article
A cross-lingual syntactic investigation of gender bias and stereotyping in GPT-4o: English vs Hindi,AI and Ethics,,,,10.1007/s43681-024-00565-9,Suvrat AroraAditi Srivastava,2024,https://link.springer.com/article/10.1007/s43681-024-00565-9,Article
Artificial Intelligence in Food Manufacturing: A Review of Current Work and Future Opportunities,Food Engineering Reviews,,,,10.1007/s12393-024-09395-1,Mert CanatanNasser AlkhulaifiNicholas WatsonZiynet Boz,2025,https://link.springer.com/article/10.1007/s12393-024-09395-1,Article
Analysing the Suitability of Artificial Intelligence in Healthcare and the Role of AI Governance,Health Care Analysis,,,,10.1007/s10728-025-00514-5,Zhenwei YouYahui WangYineng Xiao,2025,https://link.springer.com/article/10.1007/s10728-025-00514-5,Article
"A layered and integrative framework for Advance Persistent Threat detection and mitigation: combining AI, Zero-Trust, and Advanced Threat Intelligence",Cluster Computing,,,,10.1007/s10586-025-05561-0,Manish KhuleDeepak MotwaniDipti Chauhan,2025,https://link.springer.com/article/10.1007/s10586-025-05561-0,Article
"Artificial intelligence in cancer: applications, challenges, and future perspectives",Molecular Cancer,,,,10.1186/s12943-025-02450-3,Cillian H. ChengSu-sheng Shi,2025,https://link.springer.com/article/10.1186/s12943-025-02450-3,Article
Leveraging artificial intelligence in agribusiness: a structured review of strategic management practices and future prospects,Discover Sustainability,,,,10.1007/s43621-025-01260-3,Irshad Ahmad BhatSyed Immamul AnsarullahFearoz AhmadSheikh AmirSagar SidanaAnurag SinhaSaifullah KhalidGhulam Yazdani,2025,https://link.springer.com/article/10.1007/s43621-025-01260-3,Article
"Integrating artificial intelligence in industry 4.0: insights, challenges, and future prospects–a literature review",Annals of Operations Research,,,,10.1007/s10479-024-06012-6,Abd El Hedi Gabsi,2024,https://link.springer.com/article/10.1007/s10479-024-06012-6,Article
Cognitive augmentation: AI-enhanced tools for supporting individuals with cognitive disabilities,Cognitive Processing,,,,10.1007/s10339-025-01258-9,Mrim M. AlnfiaiNouf Abdullah Alsudairy‏Asma Ibrahim AlharbiNouf Nawar AlotaibiSalma Mohsen M. Alnefaie,2025,https://link.springer.com/article/10.1007/s10339-025-01258-9,Article
"Harnessing AI for sustainable higher education: ethical considerations, operational efficiency, and future directions",Discover Sustainability,,,,10.1007/s43621-025-00809-6,Sunawar KhanTehseen MazharTariq ShahzadMuhammad Amir KhanAteeq Ur RehmanMamoon M. SaeedHabib Hamam,2025,https://link.springer.com/article/10.1007/s43621-025-00809-6,Article
A design perspective on how to tackle gender biases when developing AI-driven systems,AI and Ethics,,,,10.1007/s43681-023-00386-2,Ana Santana GonzálezLucia Rampino,2024,https://link.springer.com/article/10.1007/s43681-023-00386-2,Article
Global justice and the use of AI in education: ethical and epistemic aspects,AI & SOCIETY,,,,10.1007/s00146-024-02076-x,Aleksandra VučkovićVlasta Sikimić,2024,https://link.springer.com/article/10.1007/s00146-024-02076-x,Article
Integrating big data and artificial intelligence to predict progression in multiple sclerosis: challenges and the path forward,Journal of NeuroEngineering and Rehabilitation,,,,10.1186/s12984-025-01748-z,Hamza KhanSofie AertsIlse VermeulenHenry C. WoodruffPhilippe LambinLiesbet M. Peeters,2025,https://link.springer.com/article/10.1186/s12984-025-01748-z,Article
