record_id,source_database,source_file,source_record_key,search_run_id,metadata_format,bibtex_entry_type,title,authors,year,venue,doi,url,abstract,raw_identifier,normalized_title,normalized_doi,record_hash,duplicate_status,duplicate_of,dedup_key_type,screening_candidate_id,screening_stage,screening_decision,decision_basis
SRCREC-1284,SpringerLink,SpringerLink/8. SearchResults.csv,10.1007/s44163-025-00432-4,8,CSV,Article,AI ethics in banking services: a systematic and bibliometric review of regulatory and consumer perspectives,McArthur FundiraCharles Mbohwa,2025,Discover Artificial Intelligence,10.1007/s44163-025-00432-4,https://link.springer.com/article/10.1007/s44163-025-00432-4,,10.1007/s44163-025-00432-4,ai ethics in banking services a systematic and bibliometric review of regulatory and consumer perspectives,101007s44163025004324,266a4a0be5544cc2,unique,,doi,TA-0261,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0850,SpringerLink,SpringerLink/6. SearchResults.csv,10.1007/s43681-025-00888-1,6,CSV,Article,From prediction to parity: a quantitative analysis of algorithmic fairness in higher education,Adnan AkbarSyed Sameed Husain,2025,AI and Ethics,10.1007/s43681-025-00888-1,https://link.springer.com/article/10.1007/s43681-025-00888-1,,10.1007/s43681-025-00888-1,from prediction to parity a quantitative analysis of algorithmic fairness in higher education,101007s43681025008881,7278021746a764dd,unique,,doi,TA-0262,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0952,SpringerLink,SpringerLink/7. SearchResults.csv,10.1007/s10664-025-10656-8,7,CSV,Article,Logging requirement for continuous auditing of responsible machine learning-based applications,Patrick Loic FoalemLeuson Da SilvaFoutse KhomhHeng LiEttore Merlo,2025,Empirical Software Engineering,10.1007/s10664-025-10656-8,https://link.springer.com/article/10.1007/s10664-025-10656-8,,10.1007/s10664-025-10656-8,logging requirement for continuous auditing of responsible machine learning based applications,101007s10664025106568,798d1b5859ee96d9,unique,,doi,TA-0263,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0146,ACM Digital Library,ACM Digital Library/7. acm.bib,10.1145/3600211.3604689,7,BibTeX,inproceedings,Machine Learning practices and infrastructures,"Berman, Glen",2023,"Proceedings of the 2023 AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604689,https://doi.org/10.1145/3600211.3604689,"Machine Learning (ML) systems, particularly when deployed in high-stakes domains, are deeply consequential. They can exacerbate existing inequities, create new modes of discrimination, and reify outdated social constructs. Accordingly, the social context (i.e. organisations, teams, cultures) in which ML systems are developed is a site of active research for the field of AI ethics, and intervention for policymakers. This paper focuses on one aspect of social context that is often overlooked: interactions between practitioners and the tools they rely on, and the role these interactions play in shaping ML practices and the development of ML systems. In particular, through an empirical study of questions asked on the Stack Exchange forums, the use of interactive computing platforms (e.g. Jupyter Notebook and Google Colab) in ML practices is explored. I find that interactive computing platforms are used in a host of learning and coordination practices, which constitutes an infrastructural relationship between interactive computing platforms and ML practitioners. I describe how ML practices are co-evolving alongside the development of interactive computing platforms, and highlight how this risks making invisible aspects of the ML life cycle that AI ethics researchers’ have demonstrated to be particularly salient for the societal impact of deployed ML systems.",10.1145/3600211.3604689,machine learning practices and infrastructures,10114536002113604689,bd83ac75bbb99d7a,unique,,doi,TA-0264,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0023,ACM Digital Library,ACM Digital Library/10. acm.bib,10.1145/3610914,10,BibTeX,article,Uncovering Bias in Personal Informatics,"Yfantidou, Sofia and Sermpezis, Pavlos and Vakali, Athena and Baeza-Yates, Ricardo",2023,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,10.1145/3610914,https://doi.org/10.1145/3610914,"Personal informatics (PI) systems, powered by smartphones and wearables, enable people to lead healthier lifestyles by providing meaningful and actionable insights that break down barriers between users and their health information. Today, such systems are used by billions of users for monitoring not only physical activity and sleep but also vital signs and women's and heart health, among others. Despite their widespread usage, the processing of sensitive PI data may suffer from biases, which may entail practical and ethical implications. In this work, we present the first comprehensive empirical and analytical study of bias in PI systems, including biases in raw data and in the entire machine learning life cycle. We use the most detailed framework to date for exploring the different sources of bias and find that biases exist both in the data generation and the model learning and implementation streams. According to our results, the most affected minority groups are users with health issues, such as diabetes, joint issues, and hypertension, and female users, whose data biases are propagated or even amplified by learning models, while intersectional biases can also be observed.",10.1145/3610914,uncovering bias in personal informatics,1011453610914,223256e115646e20,unique,,doi,TA-0265,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0091,ACM Digital Library,ACM Digital Library/4. acm.bib,10.1145/3563359.3597442,4,BibTeX,inproceedings,Understanding User Perspectives on Sustainability and Fairness in Tourism Recommender Systems,"Banik, Paromita and Banerjee, Ashmi and W\""{o}rndl, Wolfgang",2023,"Adjunct Proceedings of the 31st ACM Conference on User Modeling, Adaptation and Personalization",10.1145/3563359.3597442,https://doi.org/10.1145/3563359.3597442,"Recommender Systems (RS) are widely used in various domains, including travel and tourism, to provide personalized recommendations for accommodations, activities, and destinations. However, the evaluation of RS has traditionally focused on satisfying the needs of end users, item providers, or the recommendation platform itself without considering the impact on society. Sustainable tourism practices are becoming increasingly important, and a Tourism Recommendation System (TRS) can play a crucial role in promoting sustainability by suggesting sustainable activities and less popular destinations to users. In this study, we explore the effect of integrating sustainable recommendations into TRS to ensure fairness for society. We conduct a user study utilizing synthetic recommendations to assess user perceptions of sustainable options versus unsustainable options. Our contributions include insights into effective strategies for incorporating sustainable items in recommendations, understanding user reactions to sustainable alternatives, and identifying helpful recommendation elements for users in their decision-making process. Our findings demonstrate that including sustainable options in recommendations can encourage tourists to visit sustainable and less popular areas and help address issues such as overtourism and undertourism in the travel and tourism industry.",10.1145/3563359.3597442,understanding user perspectives on sustainability and fairness in tourism recommender systems,10114535633593597442,fed6dd9a5832fef7,unique,,doi,TA-0266,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0008,ACM Digital Library,ACM Digital Library/1. acm.bib,10.1145/3637360,1,BibTeX,article,"""It's the most fair thing to do but it doesn't make any sense"": Perceptions of Mathematical Fairness Notions by Hiring Professionals","Sarkar, Priya and Liem, Cynthia C. S.",2024,Proc. ACM Hum.-Comput. Interact.,10.1145/3637360,https://doi.org/10.1145/3637360,"We explore the alignment of organizational representatives involved in hiring processes with five different, commonly proposed fairness notions. In a qualitative study with 17 organizational professionals, for each notion, we investigate their perception of understandability, fairness, potential to increase diversity, and practical applicability in the context of early candidate selection in hiring. In this, we do not explicitly frame our questions as questions of algorithmic fairness, but rather relate them to current human hiring practice. As our findings show, while many notions are well understood, fairness, potential to increase diversity and practical applicability are rated differently, illustrating the importance of understanding the application domain and its nuances, and calling for more interdisciplinary and human-centered research into the perception of mathematical fairness notions.",10.1145/3637360,it s the most fair thing to do but it doesn t make any sense perceptions of mathematical fairness notions by hiring professionals,1011453637360,0bdd1ad234f4ebd4,unique,,doi,TA-0267,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0075,ACM Digital Library,ACM Digital Library/4. acm.bib,10.1145/3682070,4,BibTeX,article,Modeling Individual Fairness Beliefs and Its Applications,"Zhang, Chenglong and Jacob, Varghese S. and Ryu, Young U.",2024,ACM Trans. Manage. Inf. Syst.,10.1145/3682070,https://doi.org/10.1145/3682070,"One of the criticisms made about data and algorithm-driven intelligent systems is that their results are viewed as being unfair or inequitable by individuals who believe in fairness criteria other than those embedded in the system design. In fact, computer and data scientists admit potential unfairness residing in intelligent systems. Accordingly, various approaches have been proposed to make intelligent systems fair. However, the consideration of a fundamental issue is missing in current efforts to design fair intelligent systems: Fairness is in the eye of the beholder. That is, the concept of fairness is very often highly subjective in most domains. Based on the premise that fairness is subjective, we propose a framework to represent and quantify individuals’ subjective fairness beliefs and provide methodologies to aggregate them. The proposed approach provides insight into how a population will assess the fairness of a decision or policy, which in turn can provide guidance for policy as well as designing intelligent systems.",10.1145/3682070,modeling individual fairness beliefs and its applications,1011453682070,b403454d11b2916f,unique,,doi,TA-0268,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0012,ACM Digital Library,ACM Digital Library/1. acm.bib,10.1145/3640457.3688169,1,BibTeX,inproceedings,Promoting Two-sided Fairness with Adaptive Weights for Providers and Customers in Recommendation,"Xu, Lanling and Lin, Zihan and Wang, Jinpeng and Chen, Sheng and Zhao, Wayne Xin and Wen, Ji-Rong",2024,Proceedings of the 18th ACM Conference on Recommender Systems,10.1145/3640457.3688169,https://doi.org/10.1145/3640457.3688169,"At present, most recommender systems involve two stakeholders, providers and customers. Apart from maximizing the recommendation accuracy, the fairness issue for both sides should also be considered. Most of previous studies try to improve two-sided fairness with post-processing algorithms or fairness-aware loss constraints, which are highly dependent on the heuristic adjustments without respect to the optimization goal of accuracy. In contrast, we propose a novel training framework, adaptive weighting towards two-sided fairness-aware recommendation&nbsp;(named Ada2Fair), which lies in the extension of the accuracy-focused objective to a controllable preference learning loss over the interaction data. Specifically, we adjust the optimization scale of an interaction sample with an adaptive weight generator, and estimate the two-sided fairness-aware weights within model training. During the training process, the recommender is trained with two-sided fairness-aware weights to boost the utility of niche providers and inactive customers in a unified way. Extensive experiments on three public datasets verify the effectiveness of&nbsp;Ada2Fair, which can achieve Pareto efficiency in two-sided fairness-aware recommendation.",10.1145/3640457.3688169,promoting two sided fairness with adaptive weights for providers and customers in recommendation,10114536404573688169,ef2966ccd32aab2e,unique,,doi,TA-0269,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0017,ACM Digital Library,ACM Digital Library/10. acm.bib,10.1145/3760535.3760541,10,BibTeX,article,Uncovering the Hidden Biases in Personal Informatics,"Yfantidou, Sofia and Sermpezis, Pavlos and Vakali, Athena and Baeza-Yates, Ricardo",2025,GetMobile: Mobile Comp. and Comm.,10.1145/3760535.3760541,https://doi.org/10.1145/3760535.3760541,"Personal Informatics (PI) systems, such as apps and wearables that help users track physical activity, sleep, heart rate, or stress, have become critical tools for self-monitoring and health research. As these systems increasingly drive personal and clinical decisionmaking, it's vital to understand how equitable and representative they really are. Real-world harms have already surfaced in adjacent domains: health sensors like pulse oximeters underperform on darker skin tones [1], and female speakers and non-US nationalities experience significant performance degradation in automated speaker recognition [2]. These failures aren't just technical - they're structural, human-centric, and societal. Yet, despite their growing influence, PI systems remain critically under-researched from a fairness and equity perspective [3]. Our research, detailed in [4], investigates this question by examining when, how, and for whom bias arises in the lifecycle of PI systems.",10.1145/3760535.3760541,uncovering the hidden biases in personal informatics,10114537605353760541,68e29ae8710e0b71,unique,,doi,TA-0270,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0345,IEEE Xplore,IEEE Xplore/7. IEEE Xplore Citation BibTeX.bib,5502544,7,BibTeX,INPROCEEDINGS,Improving Efficiency and Fairness in P2P Systems with Effort-Based Incentives,"Rahman, R. and Meulpolder, M. and Hales, D. and Pouwelse, J. and Epema, D. and Sips, H.",2010,2010 IEEE International Conference on Communications,10.1109/ICC.2010.5502544,,,10.1109/ICC.2010.5502544,improving efficiency and fairness in p2p systems with effort based incentives,101109icc20105502544,87a8026c22b89089,unique,,doi,TA-0271,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0262,IEEE Xplore,IEEE Xplore/4. IEEE Xplore Citation BibTeX.bib,6032859,4,BibTeX,INPROCEEDINGS,Evaluation of fairness in multiplayer network games,"Hirota, Ryo and Kuribayashi, Shin-icm",2011,"Proceedings of 2011 IEEE Pacific Rim Conference on Communications, Computers and Signal Processing",10.1109/PACRIM.2011.6032859,,,10.1109/PACRIM.2011.6032859,evaluation of fairness in multiplayer network games,101109pacrim20116032859,cf25fe3b18eb45ca,unique,,doi,TA-0272,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0281,IEEE Xplore,IEEE Xplore/4. IEEE Xplore Citation BibTeX.bib,6120163,4,BibTeX,INPROCEEDINGS,Measuring fairness: Axioms and applications,"Lan, Tian and Chiang, Mung",2011,"2011 49th Annual Allerton Conference on Communication, Control, and Computing (Allerton)",10.1109/Allerton.2011.6120163,,,10.1109/Allerton.2011.6120163,measuring fairness axioms and applications,101109allerton20116120163,98b259795fb4460f,unique,,doi,TA-0273,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0260,IEEE Xplore,IEEE Xplore/4. IEEE Xplore Citation BibTeX.bib,6314236,4,BibTeX,INPROCEEDINGS,Fairness evaluation in cooperative hybrid cellular systems,"Awad, Juan F. and Imran, Muhammad A. and Tafazolli, Rahim",2012,2012 8th International Wireless Communications and Mobile Computing Conference (IWCMC),10.1109/IWCMC.2012.6314236,,,10.1109/IWCMC.2012.6314236,fairness evaluation in cooperative hybrid cellular systems,101109iwcmc20126314236,3f300699d36dcdbc,unique,,doi,TA-0274,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0261,IEEE Xplore,IEEE Xplore/4. IEEE Xplore Citation BibTeX.bib,6173242,4,BibTeX,INPROCEEDINGS,PCAP: Proportional Channel Access Probability Fairness in Multi-rate IEEE 802.11 DCF,"Yu, Weibo and Mi, Zhichao and Niu, Dawei and Dong, Chao",2012,2012 Second International Conference on Intelligent System Design and Engineering Application,10.1109/ISdea.2012.585,,,10.1109/ISdea.2012.585,pcap proportional channel access probability fairness in multi rate ieee 802 11 dcf,101109isdea2012585,014c770f104f7cca,unique,,doi,TA-0275,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0277,IEEE Xplore,IEEE Xplore/4. IEEE Xplore Citation BibTeX.bib,7529144,4,BibTeX,ARTICLE,Fairness-Efficiency Allocation of CPU-GPU Heterogeneous Resources,"Lu, Qiumin and Yao, Jianguo and Qi, Zhengwei and He, Bingsheng and Guan, Haibing",2019,IEEE Transactions on Services Computing,10.1109/TSC.2016.2597141,,,10.1109/TSC.2016.2597141,fairness efficiency allocation of cpu gpu heterogeneous resources,101109tsc20162597141,1493586fa5d690cd,unique,,doi,TA-0276,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0259,IEEE Xplore,IEEE Xplore/4. IEEE Xplore Citation BibTeX.bib,9458192,4,BibTeX,INPROCEEDINGS,"Utilizing fuzzy logic for assessing ""FAIRness"" of a digital resource","Alowairdhi, Abdullah and Ma, Xiaogang",2020,2020 International Conference on Computational Science and Computational Intelligence (CSCI),10.1109/CSCI51800.2020.00067,,,10.1109/CSCI51800.2020.00067,utilizing fuzzy logic for assessing fairness of a digital resource,101109csci51800202000067,c9cc864424297df8,unique,,doi,TA-0277,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0331,IEEE Xplore,IEEE Xplore/7. IEEE Xplore Citation BibTeX.bib,9638492,7,BibTeX,ARTICLE,Achieving the Sum Rate Capacity of MIMO Downlink Communications With Better Fairness,"Lu, Hsiao-Feng",2021,IEEE Access,10.1109/ACCESS.2021.3132937,,,10.1109/ACCESS.2021.3132937,achieving the sum rate capacity of mimo downlink communications with better fairness,101109access20213132937,a8535216d5637560,unique,,doi,TA-0278,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0338,IEEE Xplore,IEEE Xplore/7. IEEE Xplore Citation BibTeX.bib,9541160,7,BibTeX,ARTICLE,An Overview of Fairness in Clustering,"Chhabra, Anshuman and Masalkovaitė, Karina and Mohapatra, Prasant",2021,IEEE Access,10.1109/ACCESS.2021.3114099,,,10.1109/ACCESS.2021.3114099,an overview of fairness in clustering,101109access20213114099,02e18b37df38a3f0,unique,,doi,TA-0279,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0355,IEEE Xplore,IEEE Xplore/7. IEEE Xplore Citation BibTeX.bib,9679036,7,BibTeX,INPROCEEDINGS,Promoting Fairness through Hyperparameter Optimization,"F.Cruz, André and Saleiro, Pedro and Belém, Catarina and Soares, Carlos and Bizarro, Pedro",2021,2021 IEEE International Conference on Data Mining (ICDM),10.1109/ICDM51629.2021.00119,,,10.1109/ICDM51629.2021.00119,promoting fairness through hyperparameter optimization,101109icdm51629202100119,9c6b1210d1a9d85b,unique,,doi,TA-0280,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0193,IEEE Xplore,IEEE Xplore/10. IEEE Xplore Citation BibTeX.bib,9920155,10,BibTeX,INPROCEEDINGS,Requirements Engineering for Feedback Loops in Software-Intensive Systems,"Kang, Eunsuk and Meira-Góes, Rômulo",2022,2022 IEEE 30th International Requirements Engineering Conference Workshops (REW),10.1109/REW56159.2022.00008,,,10.1109/REW56159.2022.00008,requirements engineering for feedback loops in software intensive systems,101109rew56159202200008,6760baa23ae85d89,unique,,doi,TA-0281,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0278,IEEE Xplore,IEEE Xplore/4. IEEE Xplore Citation BibTeX.bib,10102660,4,BibTeX,ARTICLE,"Bit-Interleaved Multiple Access: Improved Fairness, Reliability, and Latency for Massive IoT Networks","Kara, Ferdi and Kaya, Hakan and Yanikomeroglu, Halim and Ng, Benjamin K. and Lam, Chan-Tong",2023,IEEE Internet of Things Journal,10.1109/JIOT.2023.3267079,,,10.1109/JIOT.2023.3267079,bit interleaved multiple access improved fairness reliability and latency for massive iot networks,101109jiot20233267079,feeec27d7e54d74b,unique,,doi,TA-0282,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0308,IEEE Xplore,IEEE Xplore/6. IEEE Xplore Citation BibTeX.bib,10804762,6,BibTeX,ARTICLE,Achieving Equity via Transfer Learning With Fairness Optimization,"Wang, Xiaoyang and Chang, Chia-Hsuan and Yang, Christopher C.",2024,IEEE Access,10.1109/ACCESS.2024.3519465,,,10.1109/ACCESS.2024.3519465,achieving equity via transfer learning with fairness optimization,101109access20243519465,7cef026d7a7b836d,unique,,doi,TA-0283,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0347,IEEE Xplore,IEEE Xplore/7. IEEE Xplore Citation BibTeX.bib,10831952,7,BibTeX,INPROCEEDINGS,Balancing Fairness and Accuracy for Predictive Models in Criminal Justice Applications Using Multi-Objective Optimization Methods,"Qi, Xiaowen and Ma, Yujungrong and Nakamura, Kiminori and Bhattacharyya, Shuvra S.",2024,"2024 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",10.1109/SMC54092.2024.10831952,,,10.1109/SMC54092.2024.10831952,balancing fairness and accuracy for predictive models in criminal justice applications using multi objective optimization methods,101109smc54092202410831952,1332a697c0e864c1,unique,,doi,TA-0284,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0181,IEEE Xplore,IEEE Xplore/1. IEEE Xplore Citation BibTeX.bib,10554641,1,BibTeX,ARTICLE,CoFS: A Collaboration-Aware Fairness Scheme for NVMe SSD in Cloud Storage System,"Zhou, Yang and Wang, Fang and Shi, Zhan and Feng, Dan",2024,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,10.1109/TCAD.2024.3412970,,,10.1109/TCAD.2024.3412970,cofs a collaboration aware fairness scheme for nvme ssd in cloud storage system,101109tcad20243412970,13662d71ffa8b00b,unique,,doi,TA-0285,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0294,IEEE Xplore,IEEE Xplore/5. IEEE Xplore Citation BibTeX.bib,10766588,5,BibTeX,ARTICLE,Enhancing Fairness in Credit Assessment: Mitigation Strategies and Implementation,"Kisten, Melvin and Khosa, Marshal",2024,IEEE Access,10.1109/ACCESS.2024.3505836,,,10.1109/ACCESS.2024.3505836,enhancing fairness in credit assessment mitigation strategies and implementation,101109access20243505836,60270030a4903bb8,unique,,doi,TA-0286,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0360,IEEE Xplore,IEEE Xplore/8. IEEE Xplore Citation BibTeX.bib,10545998,8,BibTeX,INPROCEEDINGS,Ensuring Transparency and Fairness in AI DecisionMaking Processes Influenced by large language Models,"Singh, Dheeraj and Kumar, K. I. Pavan and Nijhawan, Ginni and VEENA, CH and Rajalakshmi, B and Geetha, B. T.",2024,2024 IEEE 13th International Conference on Communication Systems and Network Technologies (CSNT),10.1109/CSNT60213.2024.10545998,,,10.1109/CSNT60213.2024.10545998,ensuring transparency and fairness in ai decisionmaking processes influenced by large language models,101109csnt60213202410545998,8a4640fe075472cc,unique,,doi,TA-0287,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0343,IEEE Xplore,IEEE Xplore/7. IEEE Xplore Citation BibTeX.bib,10571637,7,BibTeX,INPROCEEDINGS,FAIRO: Fairness-aware Sequential Decision Making for Human-in-the-Loop CPS,"Zhao, Tianyu and Taherisadr, Mojtaba and Elmalaki, Salma",2024,2024 ACM/IEEE 15th International Conference on Cyber-Physical Systems (ICCPS),10.1109/ICCPS61052.2024.00015,,,10.1109/ICCPS61052.2024.00015,fairo fairness aware sequential decision making for human in the loop cps,101109iccps61052202400015,040d382fd2980720,unique,,doi,TA-0288,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0342,IEEE Xplore,IEEE Xplore/7. IEEE Xplore Citation BibTeX.bib,10556798,7,BibTeX,ARTICLE,Fairness With Low Resentment in Distributed Sensor Systems to Detect Emitters,"Fonseca, Benedito J. B.",2024,IEEE Transactions on Signal and Information Processing over Networks,10.1109/TSIPN.2024.3414146,,,10.1109/TSIPN.2024.3414146,fairness with low resentment in distributed sensor systems to detect emitters,101109tsipn20243414146,b2114c3037d5a4df,unique,,doi,TA-0289,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0336,IEEE Xplore,IEEE Xplore/7. IEEE Xplore Citation BibTeX.bib,10835659,7,BibTeX,INPROCEEDINGS,Towards Assessing Integrated Differential Privacy and Fairness Mechanisms in Supervised Learning,"Aldairi, Maryam and Joshi, James",2024,"2024 IEEE 6th International Conference on Trust, Privacy and Security in Intelligent Systems, and Applications (TPS-ISA)",10.1109/TPS-ISA62245.2024.00034,,,10.1109/TPS-ISA62245.2024.00034,towards assessing integrated differential privacy and fairness mechanisms in supervised learning,101109tpsisa62245202400034,77a733de0ca43df1,unique,,doi,TA-0290,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0323,IEEE Xplore,IEEE Xplore/6. IEEE Xplore Citation BibTeX.bib,11081061,6,BibTeX,INPROCEEDINGS,AI and Machine Learning Models in Cross-Asset Class Investment Risk Analysis: A Case Study of Real Estate and Equities Markets,"Sarfarazurrehman, Shaikh and Mane, Vijay and Doshi, Arya",2025,2025 3rd International Conference on Self Sustainable Artificial Intelligence Systems (ICSSAS),10.1109/ICSSAS66150.2025.11081061,,,10.1109/ICSSAS66150.2025.11081061,ai and machine learning models in cross asset class investment risk analysis a case study of real estate and equities markets,101109icssas66150202511081061,6cbde3ed885c8a6e,unique,,doi,TA-0291,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0326,IEEE Xplore,IEEE Xplore/6. IEEE Xplore Citation BibTeX.bib,10967861,6,BibTeX,INPROCEEDINGS,Controlling Bias in Generative AI: Techniques for Fair and Equitable Data Generation in Socially Sensitive Applications,"Bhardwaj, Nimit and Bhardwaj, Anvit and Garg, Lavanya",2025,2025 3rd International Conference on Integrated Circuits and Communication Systems (ICICACS),10.1109/ICICACS65178.2025.10967861,,,10.1109/ICICACS65178.2025.10967861,controlling bias in generative ai techniques for fair and equitable data generation in socially sensitive applications,101109icicacs65178202510967861,38252dc964f2dc4e,unique,,doi,TA-0292,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0243,IEEE Xplore,IEEE Xplore/3. IEEE Xplore Citation BibTeX.bib,11190103,3,BibTeX,INPROCEEDINGS,Design Requirements for Responsible AI Tools in Education: Empirical Study on ChatGPT and Creative Thinking,"Leiba, Moshe",2025,2025 IEEE 33rd International Requirements Engineering Conference Workshops (REW),10.1109/REW66121.2025.00067,,,10.1109/REW66121.2025.00067,design requirements for responsible ai tools in education empirical study on chatgpt and creative thinking,101109rew66121202500067,94f9e1cf207e090f,unique,,doi,TA-0293,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0403,IEEE Xplore,IEEE Xplore/9. IEEE Xplore Citation BibTeX.bib,11278995,9,BibTeX,INPROCEEDINGS,Emerging Requirements for AI and Edge Computing in Cyber-Physical Production Systems,"Pinto, Rui and Gonçalves, Gil",2025,2025 IEEE 23rd International Conference on Industrial Informatics (INDIN),10.1109/INDIN64977.2025.11278995,,,10.1109/INDIN64977.2025.11278995,emerging requirements for ai and edge computing in cyber physical production systems,101109indin64977202511278995,3fb62bb80a5aa822,unique,,doi,TA-0294,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0363,IEEE Xplore,IEEE Xplore/8. IEEE Xplore Citation BibTeX.bib,10885551,8,BibTeX,INPROCEEDINGS,Enhancements for Developing a Comprehensive AI Fairness Assessment Standard,"Agarwal, Avinash and Kumar, Mayashankar and Nene, Manisha J.",2025,2025 17th International Conference on COMmunication Systems and NETworks (COMSNETS),10.1109/COMSNETS63942.2025.10885551,,,10.1109/COMSNETS63942.2025.10885551,enhancements for developing a comprehensive ai fairness assessment standard,101109comsnets63942202510885551,36ec36b05c858431,unique,,doi,TA-0295,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
